,file_path,label
56,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_9_07.mp3,7
57,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_7_01.mp3,1
58,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_22_06.mp3,6
59,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_34_03.mp3,3
60,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_9_04.mp3,4
61,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_32_01.mp3,1
62,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_29_03.mp3,3
63,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_40_01.mp3,1
64,/Users/dimaevcenko/Documents/ml_proj/dataset/man_18_05.mp3,5
65,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_7_02.mp3,2
66,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_26_07.mp3,7
67,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_40_02.mp3,2
68,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_34_0.mp3,0
69,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_35_08.mp3,8
70,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_29_04.mp3,4
71,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_8_08.mp3,8
72,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_43_01.mp3,1
73,/Users/dimaevcenko/Documents/ml_proj/dataset/man_35_08.mp3,8
74,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_31_01.mp3,1
75,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_6_04.mp3,4
76,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_36_08.mp3,8
77,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_31_02.mp3,2
78,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_3_02.mp3,2
79,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_18_05.mp3,5
80,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_44_08.mp3,8
81,/Users/dimaevcenko/Documents/ml_proj/dataset/man_32_01.mp3,1
82,/Users/dimaevcenko/Documents/ml_proj/dataset/man_2_03.mp3,3
83,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_1_02.mp3,2
84,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_10_02.mp3,2
85,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_45_03.mp3,3
86,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_24_08.mp3,8
87,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_1_04.mp3,4
88,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_23_01.mp3,1
89,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_27_01.mp3,1
90,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_8_01.mp3,1
91,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_11_09.mp3,9
92,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_25_03.mp3,3
93,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_17_06.mp3,6
94,/Users/dimaevcenko/Documents/ml_proj/dataset/man_14_05.mp3,5
95,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_39_08.mp3,8
96,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_17_05.mp3,5
97,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_36_06.mp3,6
98,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_5_04.mp3,4
99,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_38_03.mp3,3
100,/Users/dimaevcenko/Documents/ml_proj/dataset/man_38_0.mp3,0
101,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_18_0.mp3,0
102,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_42_07.mp3,7
103,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_24_02.mp3,2
104,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_19_03.mp3,3
105,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_30_04.mp3,4
106,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_5_07.mp3,7
107,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_17_0.mp3,0
108,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_5_06.mp3,6
109,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_16_02.mp3,2
110,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_48_06.mp3,6
111,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_39_01.mp3,1
112,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_21_04.mp3,4
113,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_13_02.mp3,2
114,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_47_02.mp3,2
115,/Users/dimaevcenko/Documents/ml_proj/dataset/man_22_04.mp3,4
116,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_49_07.mp3,7
117,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_28_08.mp3,8
118,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_33_04.mp3,4
119,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_46_03.mp3,3
120,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_37_04.mp3,4
121,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_12_03.mp3,3
122,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_10_0.mp3,0
123,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_18_07.mp3,7
124,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_22_0.mp3,0
125,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_26_03.mp3,3
126,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_30_06.mp3,6
127,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_40_01.mp3,1
128,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_35_06.mp3,6
129,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_7_02.mp3,2
130,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_34_0.mp3,0
131,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_34_07.mp3,7
132,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_12_0.mp3,0
133,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_27_08.mp3,8
134,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_16_09.mp3,9
135,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_12_09.mp3,9
136,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_9_07.mp3,7
137,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_49_0.mp3,0
138,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_28_06.mp3,6
139,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_28_07.mp3,7
140,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_27_09.mp3,9
141,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_15_01.mp3,1
142,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_11_01.mp3,1
143,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_34_06.mp3,6
144,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_9_06.mp3,6
145,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_12_08.mp3,8
146,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_16_08.mp3,8
147,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_7_03.mp3,3
148,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_35_07.mp3,7
149,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_30_07.mp3,7
150,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_26_02.mp3,2
151,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_4_0.mp3,0
152,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_18_06.mp3,6
153,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_28_09.mp3,9
154,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_49_06.mp3,6
155,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_12_02.mp3,2
156,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_37_05.mp3,5
157,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_46_02.mp3,2
158,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_33_05.mp3,5
159,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_21_05.mp3,5
160,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_48_07.mp3,7
161,/Users/dimaevcenko/Documents/ml_proj/dataset/man_22_05.mp3,5
162,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_47_03.mp3,3
163,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_13_03.mp3,3
164,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_5_07.mp3,7
165,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_16_03.mp3,3
166,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_19_01.mp3,1
167,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_36_0.mp3,0
168,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_24_03.mp3,3
169,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_42_06.mp3,6
170,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_28_0.mp3,0
171,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_5_06.mp3,6
172,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_30_05.mp3,5
173,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_19_02.mp3,2
174,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_38_02.mp3,2
175,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_36_07.mp3,7
176,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_5_05.mp3,5
177,/Users/dimaevcenko/Documents/ml_proj/dataset/man_14_04.mp3,4
178,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_17_07.mp3,7
179,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_25_02.mp3,2
180,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_17_04.mp3,4
181,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_39_09.mp3,9
182,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_10_0.mp3,0
183,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_1_05.mp3,5
184,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_24_09.mp3,9
185,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_16_01.mp3,1
186,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_11_08.mp3,8
187,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_34_0.mp3,0
188,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_1_0.mp3,0
189,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_45_02.mp3,2
190,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_1_03.mp3,3
191,/Users/dimaevcenko/Documents/ml_proj/dataset/man_2_02.mp3,2
192,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_33_0.mp3,0
193,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_10_03.mp3,3
194,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_6_05.mp3,5
195,/Users/dimaevcenko/Documents/ml_proj/dataset/man_35_09.mp3,9
196,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_29_05.mp3,5
197,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_8_09.mp3,9
198,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_44_09.mp3,9
199,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_18_04.mp3,4
200,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_31_03.mp3,3
201,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_36_09.mp3,9
202,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_3_03.mp3,3
203,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_7_03.mp3,3
204,/Users/dimaevcenko/Documents/ml_proj/dataset/man_18_04.mp3,4
205,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_29_02.mp3,2
206,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_35_09.mp3,9
207,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_40_03.mp3,3
208,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_26_06.mp3,6
209,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_3_0.mp3,0
210,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_9_05.mp3,5
211,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_34_02.mp3,2
212,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_22_07.mp3,7
213,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_15_01.mp3,1
214,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_8_0.mp3,0
215,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_28_03.mp3,3
216,/Users/dimaevcenko/Documents/ml_proj/dataset/man_11_08.mp3,8
217,/Users/dimaevcenko/Documents/ml_proj/dataset/man_16_01.mp3,1
218,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_9_06.mp3,6
219,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_12_08.mp3,8
220,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_15_02.mp3,2
221,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_27_07.mp3,7
222,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_50_0.mp3,0
223,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_25_05.mp3,5
224,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_4_09.mp3,9
225,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_21_05.mp3,5
226,/Users/dimaevcenko/Documents/ml_proj/dataset/man_39_09.mp3,9
227,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_48_09.mp3,9
228,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_15_0.mp3,0
229,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_14_04.mp3,4
230,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_47_07.mp3,7
231,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_35_0.mp3,0
232,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_12_06.mp3,6
233,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_3_06.mp3,6
234,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_2_07.mp3,7
235,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_49_02.mp3,2
236,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_28_09.mp3,9
237,/Users/dimaevcenko/Documents/ml_proj/dataset/man_30_05.mp3,5
238,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_3_09.mp3,9
239,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_1_06.mp3,6
240,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_33_06.mp3,6
241,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_33_05.mp3,5
242,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_41_05.mp3,5
243,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_22_05.mp3,5
244,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_39_07.mp3,7
245,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_17_04.mp3,4
246,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_10_0.mp3,0
247,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_13_04.mp3,4
248,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_36_03.mp3,3
249,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_50_06.mp3,6
250,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_38_06.mp3,6
251,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_19_01.mp3,1
252,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_5_06.mp3,6
253,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_37_02.mp3,2
254,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_32_02.mp3,2
255,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_24_07.mp3,7
256,/Users/dimaevcenko/Documents/ml_proj/dataset/man_21_0.mp3,0
257,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_9_07.mp3,7
258,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_44_0.mp3,0
259,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_10_07.mp3,7
260,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_44_07.mp3,7
261,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_32_09.mp3,9
262,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_36_09.mp3,9
263,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_45_06.mp3,6
264,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_24_09.mp3,9
265,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_23_03.mp3,3
266,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_11_06.mp3,6
267,/Users/dimaevcenko/Documents/ml_proj/dataset/man_27_09.mp3,9
268,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_14_06.mp3,6
269,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_7_02.mp3,2
270,/Users/dimaevcenko/Documents/ml_proj/dataset/woman_51_02.mp3,2
271,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_24_08.mp3,8
272,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_23_02.mp3,2
273,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_11_04.mp3,4
274,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_45_04.mp3,4
275,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_23_01.mp3,1
276,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_19_09.mp3,9
277,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_14_04.mp3,4
278,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_woman_50_09.mp3,9
279,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_woman_17_0.mp3,0
280,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_man_9_05.mp3,5
281,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_man_37_0.mp3,0
282,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_man_31_02.mp3,2
283,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_44_05.mp3,5
284,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_man_35_02.mp3,2
285,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_woman_10_05.mp3,5
286,/Users/dimaevcenko/Documents/ml_proj/dataset/augmented_augmented_augmented_augmented_woman_18_08.mp3,8
